,,Year,Value,Symbol
Total population with access to safe drinking-water (JMP),North Macedonia,2018,99.4,I
Total population with access to safe drinking-water (JMP),Norway,1997,100.0,X
Total population with access to safe drinking-water (JMP),Norway,2002,100.0,X
Total population with access to safe drinking-water (JMP),Norway,2007,100.0,X
Total population with access to safe drinking-water (JMP),Norway,2012,100.0,X
Total population with access to safe drinking-water (JMP),Norway,2017,100.0,I
Total population with access to safe drinking-water (JMP),Norway,2018,100.0,I
Number of people undernourished (3-year average),Oman,1997,400.0,X
Number of people undernourished (3-year average),Oman,2002,300.0,X
Number of people undernourished (3-year average),Oman,2012,300.0,X
Number of people undernourished (3-year average),Oman,2017,400.0,X
Number of people undernourished (3-year average),Oman,2018,400.0,X
Prevalence of undernourishment (3-year average),Oman,1997,20.7,X
Total population with access to safe drinking-water (JMP),Oman,1997,81.8,X
Total population with access to safe drinking-water (JMP),Oman,2002,85.5,X
Total population with access to safe drinking-water (JMP),Oman,2007,89.4,X
Total population with access to safe drinking-water (JMP),Oman,2012,93.3,X
Total population with access to safe drinking-water (JMP),Oman,2017,93.4,I
Total population with access to safe drinking-water (JMP),Oman,2018,93.4,I
Number of people undernourished (3-year average),Pakistan,1997,28300.0,X
Prevalence of undernourishment (3-year average),Pakistan,1997,21.8,X
Total population with access to safe drinking-water (JMP),Pakistan,1997,87.8,X
Total population with access to safe drinking-water (JMP),Pakistan,2002,88.9,X
Total population with access to safe drinking-water (JMP),Pakistan,2007,89.9,X
Total population with access to safe drinking-water (JMP),Pakistan,2012,90.9,X
Total population with access to safe drinking-water (JMP),Pakistan,2017,91.4,I
Total population with access to safe drinking-water (JMP),Pakistan,2018,91.4,I
Total population with access to safe drinking-water (JMP),Palau,1997,91.7,X
Total population with access to safe drinking-water (JMP),Palau,2002,93.1,X
Total population with access to safe drinking-water (JMP),Palau,2007,94.8,X
Total population with access to safe drinking-water (JMP),Palau,2012,95.3,I
Total population with access to safe drinking-water (JMP),Palau,2017,95.3,I
Total population with access to safe drinking-water (JMP),Palau,2018,95.3,I
Number of people undernourished (3-year average),Panama,1997,700.0,X
Number of people undernourished (3-year average),Panama,2002,800.0,X
Number of people undernourished (3-year average),Panama,2007,600.0,X
Number of people undernourished (3-year average),Panama,2012,400.0,X
Number of people undernourished (3-year average),Panama,2017,300.0,X
Number of people undernourished (3-year average),Panama,2018,300.0,X
Prevalence of undernourishment (3-year average),Panama,1997,25.6,X
Prevalence of undernourishment (3-year average),Panama,2017,7.8,X
Total population with access to safe drinking-water (JMP),Panama,1997,88.0,X
Total population with access to safe drinking-water (JMP),Panama,2002,90.3,X
Total population with access to safe drinking-water (JMP),Panama,2007,92.1,X
Total population with access to safe drinking-water (JMP),Panama,2012,93.7,X
Total population with access to safe drinking-water (JMP),Panama,2017,94.7,I
Total population with access to safe drinking-water (JMP),Panama,2018,94.7,I
Population affected by water related disease,Panama,2012,313.7,I
Population affected by water related disease,Panama,2017,313.7,I
Population affected by water related disease,Panama,2018,313.7,I
Total population with access to safe drinking-water (JMP),Papua New Guinea,1997,34.2,X
Total population with access to safe drinking-water (JMP),Papua New Guinea,2002,35.9,X
Total population with access to safe drinking-water (JMP),Papua New Guinea,2007,37.9,X
Total population with access to safe drinking-water (JMP),Papua New Guinea,2012,39.9,X
Total population with access to safe drinking-water (JMP),Papua New Guinea,2017,40.0,I
Total population with access to safe drinking-water (JMP),Papua New Guinea,2018,40.0,I
Number of people undernourished (3-year average),Paraguay,1997,800.0,X
Number of people undernourished (3-year average),Paraguay,2002,600.0,X
Number of people undernourished (3-year average),Paraguay,2007,600.0,X
Number of people undernourished (3-year average),Paraguay,2012,500.0,X
Prevalence of undernourishment (3-year average),Paraguay,1997,15.6,X
Total population with access to safe drinking-water (JMP),Paraguay,1997,67.6,X
Total population with access to safe drinking-water (JMP),Paraguay,2002,77.1,X
Total population with access to safe drinking-water (JMP),Paraguay,2007,85.4,X
Total population with access to safe drinking-water (JMP),Paraguay,2012,93.4,X
Total population with access to safe drinking-water (JMP),Paraguay,2017,98.0,I
Total population with access to safe drinking-water (JMP),Paraguay,2018,98.0,I
Number of people undernourished (3-year average),Peru,1997,6100.0,X
Number of people undernourished (3-year average),Peru,2002,5800.0,X
Number of people undernourished (3-year average),Peru,2017,2100.0,X
Prevalence of undernourishment (3-year average),Peru,1997,25.1,X
Prevalence of undernourishment (3-year average),Peru,2017,6.9,X
Total population with access to safe drinking-water (JMP),Peru,1997,78.2,X
Total population with access to safe drinking-water (JMP),Peru,2002,80.9,X
Total population with access to safe drinking-water (JMP),Peru,2007,83.3,X
Total population with access to safe drinking-water (JMP),Peru,2012,85.5,X
Total population with access to safe drinking-water (JMP),Peru,2017,86.7,I
Total population with access to safe drinking-water (JMP),Peru,2018,86.7,I
Population affected by water related disease,Peru,1997,600.2,I
Population affected by water related disease,Peru,2002,600.2,I
Population affected by water related disease,Peru,2007,600.2,I
Population affected by water related disease,Peru,2012,600.2,I
Population affected by water related disease,Peru,2017,600.2,I
Population affected by water related disease,Peru,2018,600.2,I
Number of people undernourished (3-year average),Philippines,1997,16800.0,X
Prevalence of undernourishment (3-year average),Philippines,1997,23.6,X
Total population with access to safe drinking-water (JMP),Philippines,1997,86.1,X
Total population with access to safe drinking-water (JMP),Philippines,2002,87.7,X
Total population with access to safe drinking-water (JMP),Philippines,2007,89.2,X
Total population with access to safe drinking-water (JMP),Philippines,2012,90.8,X
Total population with access to safe drinking-water (JMP),Philippines,2017,91.8,I
Total population with access to safe drinking-water (JMP),Philippines,2018,91.8,I
Population affected by water related disease,Philippines,2002,866.4,I
Population affected by water related disease,Philippines,2007,866.4,I
Population affected by water related disease,Philippines,2012,866.4,I
Population affected by water related disease,Philippines,2017,866.4,I
Population affected by water related disease,Philippines,2018,866.4,I
Total population with access to safe drinking-water (JMP),Poland,1997,95.4,X
Total population with access to safe drinking-water (JMP),Poland,2002,96.3,X
Total population with access to safe drinking-water (JMP),Poland,2007,97.1,X
Total population with access to safe drinking-water (JMP),Poland,2012,98.0,X
Total population with access to safe drinking-water (JMP),Poland,2017,98.3,I
Total population with access to safe drinking-water (JMP),Poland,2018,98.3,I
Total population with access to safe drinking-water (JMP),Portugal,1997,97.4,X
Total population with access to safe drinking-water (JMP),Portugal,2002,98.3,X
Total population with access to safe drinking-water (JMP),Portugal,2007,99.1,X
Total population with access to safe drinking-water (JMP),Portugal,2012,99.9,X
Total population with access to safe drinking-water (JMP),Portugal,2017,100.0,I
Total population with access to safe drinking-water (JMP),Portugal,2018,100.0,I
Total population with access to safe drinking-water (JMP),Puerto Rico,1997,93.6,X
Total population with access to safe drinking-water (JMP),Puerto Rico,2002,93.6,I
Total population with access to safe drinking-water (JMP),Puerto Rico,2007,93.6,I
Total population with access to safe drinking-water (JMP),Puerto Rico,2012,93.6,I
Total population with access to safe drinking-water (JMP),Puerto Rico,2017,93.6,I
Total population with access to safe drinking-water (JMP),Puerto Rico,2018,93.6,I
Total population with access to safe drinking-water (JMP),Qatar,1997,98.8,X
Total population with access to safe drinking-water (JMP),Qatar,2002,99.4,X
Total population with access to safe drinking-water (JMP),Qatar,2007,99.9,X
Total population with access to safe drinking-water (JMP),Qatar,2012,100.0,X
Total population with access to safe drinking-water (JMP),Qatar,2017,100.0,I
Total population with access to safe drinking-water (JMP),Qatar,2018,100.0,I
Number of people undernourished (3-year average),Republic of Korea,2007,1200.0,I
Number of people undernourished (3-year average),Republic of Korea,2012,1200.0,I
Number of people undernourished (3-year average),Republic of Korea,2017,1200.0,I
Number of people undernourished (3-year average),Republic of Korea,2018,1200.0,I
Prevalence of undernourishment (3-year average),Republic of Korea,2007,2.5,I
Prevalence of undernourishment (3-year average),Republic of Korea,2012,2.5,I
Prevalence of undernourishment (3-year average),Republic of Korea,2017,2.5,I
Prevalence of undernourishment (3-year average),Republic of Korea,2018,2.5,I
Total population with access to safe drinking-water (JMP),Republic of Korea,1997,91.8,X
Total population with access to safe drinking-water (JMP),Republic of Korea,2002,94.5,X
Total population with access to safe drinking-water (JMP),Republic of Korea,2007,97.1,X
Total population with access to safe drinking-water (JMP),Republic of Korea,2012,97.6,X
Total population with access to safe drinking-water (JMP),Republic of Korea,2017,97.6,I
Total population with access to safe drinking-water (JMP),Republic of Korea,2018,97.6,I
Total population with access to safe drinking-water (JMP),Republic of Moldova,1997,84.4,X
Total population with access to safe drinking-water (JMP),Republic of Moldova,2002,85.5,X
Total population with access to safe drinking-water (JMP),Republic of Moldova,2007,86.7,X
Total population with access to safe drinking-water (JMP),Republic of Moldova,2012,87.9,X
Total population with access to safe drinking-water (JMP),Republic of Moldova,2017,88.4,I
Total population with access to safe drinking-water (JMP),Republic of Moldova,2018,88.4,I
Number of people undernourished (3-year average),Republic of Serbia,2007,500.0,X
Number of people undernourished (3-year average),Republic of Serbia,2012,200.0,X
Number of people undernourished (3-year average),Republic of Serbia,2017,400.0,X
Number of people undernourished (3-year average),Republic of Serbia,2018,400.0,X
Prevalence of undernourishment (3-year average),Republic of Serbia,2007,6.0,X
Prevalence of undernourishment (3-year average),Republic of Serbia,2012,2.6,X
Total population with access to safe drinking-water (JMP),Republic of Serbia,2007,99.3,X
Total population with access to safe drinking-water (JMP),Republic of Serbia,2012,99.2,X
Total population with access to safe drinking-water (JMP),Republic of Serbia,2017,99.2,I
Total population with access to safe drinking-water (JMP),Republic of Serbia,2018,99.2,I
Total population with access to safe drinking-water (JMP),Romania,1997,82.0,X
Total population with access to safe drinking-water (JMP),Romania,2002,87.6,X
Total population with access to safe drinking-water (JMP),Romania,2007,93.5,X
Total population with access to safe drinking-water (JMP),Romania,2012,99.0,X
Total population with access to safe drinking-water (JMP),Romania,2017,100.0,I
Total population with access to safe drinking-water (JMP),Romania,2018,100.0,I
Number of people undernourished (3-year average),Russian Federation,2007,3700.0,I
Number of people undernourished (3-year average),Russian Federation,2012,3700.0,I
Number of people undernourished (3-year average),Russian Federation,2017,3700.0,I
Number of people undernourished (3-year average),Russian Federation,2018,3700.0,I
Prevalence of undernourishment (3-year average),Russian Federation,2007,2.6,I
Prevalence of undernourishment (3-year average),Russian Federation,2012,2.6,I
Prevalence of undernourishment (3-year average),Russian Federation,2017,2.6,I
Prevalence of undernourishment (3-year average),Russian Federation,2018,2.6,I
Total population with access to safe drinking-water (JMP),Russian Federation,1997,94.4,X
Total population with access to safe drinking-water (JMP),Russian Federation,2002,95.2,X
Total population with access to safe drinking-water (JMP),Russian Federation,2007,95.9,X
Total population with access to safe drinking-water (JMP),Russian Federation,2012,96.6,X
Total population with access to safe drinking-water (JMP),Russian Federation,2017,96.9,I
Total population with access to safe drinking-water (JMP),Russian Federation,2018,96.9,I
Number of people undernourished (3-year average),Rwanda,1997,3900.0,X
Number of people undernourished (3-year average),Rwanda,2002,3200.0,X
Number of people undernourished (3-year average),Rwanda,2007,3000.0,X
Number of people undernourished (3-year average),Rwanda,2017,4100.0,X
Prevalence of undernourishment (3-year average),Rwanda,1997,63.9,X
Prevalence of undernourishment (3-year average),Rwanda,2002,38.5,X
Prevalence of undernourishment (3-year average),Rwanda,2017,34.8,X
Total population with access to safe drinking-water (JMP),Rwanda,1997,64.2,X
Total population with access to safe drinking-water (JMP),Rwanda,2002,67.7,X
Total population with access to safe drinking-water (JMP),Rwanda,2007,71.1,X
Total population with access to safe drinking-water (JMP),Rwanda,2012,74.3,X
Total population with access to safe drinking-water (JMP),Rwanda,2017,76.1,I
Total population with access to safe drinking-water (JMP),Rwanda,2018,76.1,I
Total population with access to safe drinking-water (JMP),Saint Kitts and Nevis,1997,98.3,X
Total population with access to safe drinking-water (JMP),Saint Kitts and Nevis,2002,98.3,X
Total population with access to safe drinking-water (JMP),Saint Kitts and Nevis,2007,98.3,X
Total population with access to safe drinking-water (JMP),Saint Kitts and Nevis,2012,98.3,X
Total population with access to safe drinking-water (JMP),Saint Kitts and Nevis,2017,98.3,I
Total population with access to safe drinking-water (JMP),Saint Kitts and Nevis,2018,98.3,I
Total population with access to safe drinking-water (JMP),Saint Lucia,1997,93.7,X
Total population with access to safe drinking-water (JMP),Saint Lucia,2002,94.5,X
Total population with access to safe drinking-water (JMP),Saint Lucia,2007,95.2,X
Total population with access to safe drinking-water (JMP),Saint Lucia,2012,96.0,X
Total population with access to safe drinking-water (JMP),Saint Lucia,2017,96.3,I
Total population with access to safe drinking-water (JMP),Saint Lucia,2018,96.3,I
Prevalence of undernourishment (3-year average),Saint Vincent and the Grenadines,1997,23.0,X
Prevalence of undernourishment (3-year average),Saint Vincent and the Grenadines,2012,5.5,X
Total population with access to safe drinking-water (JMP),Saint Vincent and the Grenadines,1997,91.9,X
Total population with access to safe drinking-water (JMP),Saint Vincent and the Grenadines,2002,94.5,X
Total population with access to safe drinking-water (JMP),Saint Vincent and the Grenadines,2007,95.1,X
Total population with access to safe drinking-water (JMP),Saint Vincent and the Grenadines,2012,95.1,X
Total population with access to safe drinking-water (JMP),Saint Vincent and the Grenadines,2017,95.1,I
Total population with access to safe drinking-water (JMP),Saint Vincent and the Grenadines,2018,95.1,I
Prevalence of undernourishment (3-year average),Samoa,1997,13.8,X
Prevalence of undernourishment (3-year average),Samoa,2002,3.5,X
Total population with access to safe drinking-water (JMP),Samoa,1997,92.0,X
Total population with access to safe drinking-water (JMP),Samoa,2002,94.2,X
Total population with access to safe drinking-water (JMP),Samoa,2007,96.3,X
Total population with access to safe drinking-water (JMP),Samoa,2012,98.5,X
Total population with access to safe drinking-water (JMP),Samoa,2017,99.0,I
Total population with access to safe drinking-water (JMP),Samoa,2018,99.0,I
Prevalence of undernourishment (3-year average),Sao Tome and Principe,1997,27.4,X
Total population with access to safe drinking-water (JMP),Sao Tome and Principe,1997,74.4,X
Total population with access to safe drinking-water (JMP),Sao Tome and Principe,2002,81.8,X
Total population with access to safe drinking-water (JMP),Sao Tome and Principe,2007,90.4,X
Total population with access to safe drinking-water (JMP),Sao Tome and Principe,2012,97.0,X
Total population with access to safe drinking-water (JMP),Sao Tome and Principe,2017,97.1,I
Total population with access to safe drinking-water (JMP),Sao Tome and Principe,2018,97.1,I
Number of people undernourished (3-year average),Saudi Arabia,2007,1100.0,X
Number of people undernourished (3-year average),Saudi Arabia,2012,1500.0,X
Prevalence of undernourishment (3-year average),Saudi Arabia,2012,5.4,X
Total population with access to safe drinking-water (JMP),Saudi Arabia,1997,94.0,X
Total population with access to safe drinking-water (JMP),Saudi Arabia,2002,95.7,X
Total population with access to safe drinking-water (JMP),Saudi Arabia,2007,97.0,X
Total population with access to safe drinking-water (JMP),Saudi Arabia,2012,97.0,X
Total population with access to safe drinking-water (JMP),Saudi Arabia,2017,97.0,I
Total population with access to safe drinking-water (JMP),Saudi Arabia,2018,97.0,I
Number of people undernourished (3-year average),Senegal,1997,2600.0,X
Number of people undernourished (3-year average),Senegal,2002,2400.0,X
Number of people undernourished (3-year average),Senegal,2007,1800.0,X
Prevalence of undernourishment (3-year average),Senegal,1997,29.4,X
Total population with access to safe drinking-water (JMP),Senegal,1997,65.2,X
Total population with access to safe drinking-water (JMP),Senegal,2002,68.9,X
Total population with access to safe drinking-water (JMP),Senegal,2007,72.6,X
Total population with access to safe drinking-water (JMP),Senegal,2012,76.3,X
Total population with access to safe drinking-water (JMP),Senegal,2017,78.5,I
Total population with access to safe drinking-water (JMP),Senegal,2018,78.5,I
Total population with access to safe drinking-water (JMP),Seychelles,1997,95.7,X
Total population with access to safe drinking-water (JMP),Seychelles,2002,95.7,X
Total population with access to safe drinking-water (JMP),Seychelles,2007,95.7,X
Total population with access to safe drinking-water (JMP),Seychelles,2012,95.7,X
Total population with access to safe drinking-water (JMP),Seychelles,2017,95.7,I
Total population with access to safe drinking-water (JMP),Seychelles,2018,95.7,I
Number of people undernourished (3-year average),Sierra Leone,1997,1400.0,X
Number of people undernourished (3-year average),Sierra Leone,2002,2400.0,X
Number of people undernourished (3-year average),Sierra Leone,2007,2500.0,X
Number of people undernourished (3-year average),Sierra Leone,2018,2000.0,X
Prevalence of undernourishment (3-year average),Sierra Leone,1997,34.9,X
Prevalence of undernourishment (3-year average),Sierra Leone,2002,50.7,X
Total population with access to safe drinking-water (JMP),Sierra Leone,1997,44.0,X
Total population with access to safe drinking-water (JMP),Sierra Leone,2002,49.2,X
Total population with access to safe drinking-water (JMP),Sierra Leone,2007,54.3,X
Total population with access to safe drinking-water (JMP),Sierra Leone,2012,59.5,X
Total population with access to safe drinking-water (JMP),Sierra Leone,2017,62.6,I
Total population with access to safe drinking-water (JMP),Sierra Leone,2018,62.6,I
Total population with access to safe drinking-water (JMP),Singapore,1997,100.0,X
Total population with access to safe drinking-water (JMP),Singapore,2002,100.0,X
Total population with access to safe drinking-water (JMP),Singapore,2007,100.0,X
Total population with access to safe drinking-water (JMP),Singapore,2012,100.0,X
Total population with access to safe drinking-water (JMP),Singapore,2017,100.0,I
Total population with access to safe drinking-water (JMP),Singapore,2018,100.0,I
Number of people undernourished (3-year average),Slovakia,2002,300.0,X
Number of people undernourished (3-year average),Slovakia,2007,300.0,X
Number of people undernourished (3-year average),Slovakia,2012,200.0,X
Total population with access to safe drinking-water (JMP),Slovakia,1997,99.8,X
Total population with access to safe drinking-water (JMP),Slovakia,2002,99.9,X
Total population with access to safe drinking-water (JMP),Slovakia,2007,99.9,X
Total population with access to safe drinking-water (JMP),Slovakia,2012,100.0,X
Total population with access to safe drinking-water (JMP),Slovakia,2017,100.0,I
Total population with access to safe drinking-water (JMP),Slovakia,2018,100.0,I
Total population with access to safe drinking-water (JMP),Slovenia,1997,99.6,X
Total population with access to safe drinking-water (JMP),Slovenia,2002,99.6,X
Total population with access to safe drinking-water (JMP),Slovenia,2007,99.6,X
Total population with access to safe drinking-water (JMP),Slovenia,2012,99.5,X
Total population with access to safe drinking-water (JMP),Slovenia,2017,99.5,I
Total population with access to safe drinking-water (JMP),Slovenia,2018,99.5,I
Prevalence of undernourishment (3-year average),Solomon Islands,1997,16.1,X
Total population with access to safe drinking-water (JMP),Solomon Islands,2002,79.8,X
Total population with access to safe drinking-water (JMP),Solomon Islands,2007,80.2,X
Total population with access to safe drinking-water (JMP),Solomon Islands,2012,80.5,X
Total population with access to safe drinking-water (JMP),Solomon Islands,2017,80.8,I
Total population with access to safe drinking-water (JMP),Solomon Islands,2018,80.8,I
Total population with access to safe drinking-water (JMP),Somalia,1997,21.1,X
Total population with access to safe drinking-water (JMP),Somalia,2002,25.3,X
Total population with access to safe drinking-water (JMP),Somalia,2007,30.7,X
Total population with access to safe drinking-water (JMP),Somalia,2012,31.7,I
Total population with access to safe drinking-water (JMP),Somalia,2017,31.7,I
Total population with access to safe drinking-water (JMP),Somalia,2018,31.7,I
Number of people undernourished (3-year average),South Africa,1997,2300.0,X
Number of people undernourished (3-year average),South Africa,2002,1800.0,X
Number of people undernourished (3-year average),South Africa,2007,1700.0,X
Number of people undernourished (3-year average),South Africa,2017,3000.0,X
Number of people undernourished (3-year average),South Africa,2018,3100.0,X
Prevalence of undernourishment (3-year average),South Africa,1997,5.4,X
Prevalence of undernourishment (3-year average),South Africa,2007,3.5,X
Prevalence of undernourishment (3-year average),South Africa,2018,5.5,X
Total population with access to safe drinking-water (JMP),South Africa,1997,85.0,X
Total population with access to safe drinking-water (JMP),South Africa,2002,87.4,X
Total population with access to safe drinking-water (JMP),South Africa,2007,89.8,X
Total population with access to safe drinking-water (JMP),South Africa,2012,92.0,X
Total population with access to safe drinking-water (JMP),South Africa,2017,93.2,I
Total population with access to safe drinking-water (JMP),South Africa,2018,93.2,I
Total population with access to safe drinking-water (JMP),South Sudan,2012,58.7,X
Total population with access to safe drinking-water (JMP),South Sudan,2017,58.7,I
Total population with access to safe drinking-water (JMP),South Sudan,2018,58.7,I
Total population with access to safe drinking-water (JMP),Spain,1997,99.9,X
Total population with access to safe drinking-water (JMP),Spain,2002,99.9,X
Total population with access to safe drinking-water (JMP),Spain,2007,100.0,X
Total population with access to safe drinking-water (JMP),Spain,2012,100.0,X
Total population with access to safe drinking-water (JMP),Spain,2017,100.0,I
Total population with access to safe drinking-water (JMP),Spain,2018,100.0,I
Number of people undernourished (3-year average),Sri Lanka,1997,5700.0,X
Number of people undernourished (3-year average),Sri Lanka,2002,3200.0,X
Number of people undernourished (3-year average),Sri Lanka,2007,2800.0,X
Prevalence of undernourishment (3-year average),Sri Lanka,1997,31.3,X
Total population with access to safe drinking-water (JMP),Sri Lanka,1997,76.3,X
Total population with access to safe drinking-water (JMP),Sri Lanka,2002,82.0,X
Total population with access to safe drinking-water (JMP),Sri Lanka,2007,87.6,X
Total population with access to safe drinking-water (JMP),Sri Lanka,2012,93.3,X
Total population with access to safe drinking-water (JMP),Sri Lanka,2017,95.6,I
Total population with access to safe drinking-water (JMP),Sri Lanka,2018,95.6,I
Population affected by water related disease,Sri Lanka,1997,120.0,I
Population affected by water related disease,Sri Lanka,2002,120.0,I
Population affected by water related disease,Sri Lanka,2007,120.0,I
Population affected by water related disease,Sri Lanka,2012,120.0,I
Population affected by water related disease,Sri Lanka,2017,120.0,I
Population affected by water related disease,Sri Lanka,2018,120.0,I
Total population with access to safe drinking-water (JMP),State of Palestine,1997,96.0,X
Total population with access to safe drinking-water (JMP),State of Palestine,2002,86.7,X
Total population with access to safe drinking-water (JMP),State of Palestine,2007,76.0,X
Total population with access to safe drinking-water (JMP),State of Palestine,2012,65.1,X
Total population with access to safe drinking-water (JMP),State of Palestine,2017,58.4,I
Total population with access to safe drinking-water (JMP),State of Palestine,2018,58.4,I
Total population with access to safe drinking-water (JMP),Sudan,2012,55.5,X
Total population with access to safe drinking-water (JMP),Sudan,2017,55.5,I
Total population with access to safe drinking-water (JMP),Sudan,2018,55.5,I
Prevalence of undernourishment (3-year average),Suriname,1997,13.6,X
Prevalence of undernourishment (3-year average),Suriname,2018,8.4,X
Total population with access to safe drinking-water (JMP),Suriname,1997,88.4,X
Total population with access to safe drinking-water (JMP),Suriname,2002,90.3,X
Total population with access to safe drinking-water (JMP),Suriname,2007,92.6,X
Total population with access to safe drinking-water (JMP),Suriname,2012,94.8,X
Total population with access to safe drinking-water (JMP),Suriname,2017,94.8,I
Total population with access to safe drinking-water (JMP),Suriname,2018,94.8,I
Total population with access to safe drinking-water (JMP),Sweden,1997,100.0,X
Total population with access to safe drinking-water (JMP),Sweden,2002,100.0,X
Total population with access to safe drinking-water (JMP),Sweden,2007,100.0,X
Total population with access to safe drinking-water (JMP),Sweden,2012,100.0,X
Total population with access to safe drinking-water (JMP),Sweden,2017,100.0,I
Total population with access to safe drinking-water (JMP),Sweden,2018,100.0,I
Total population with access to safe drinking-water (JMP),Switzerland,1997,100.0,X
Total population with access to safe drinking-water (JMP),Switzerland,2002,100.0,X
Total population with access to safe drinking-water (JMP),Switzerland,2007,100.0,X
Total population with access to safe drinking-water (JMP),Switzerland,2012,100.0,X
Total population with access to safe drinking-water (JMP),Switzerland,2017,100.0,I
Total population with access to safe drinking-water (JMP),Switzerland,2018,100.0,I
Total population with access to safe drinking-water (JMP),Syrian Arab Republic,1997,86.7,X
Total population with access to safe drinking-water (JMP),Syrian Arab Republic,2002,88.0,X
Total population with access to safe drinking-water (JMP),Syrian Arab Republic,2007,89.1,X
Total population with access to safe drinking-water (JMP),Syrian Arab Republic,2012,90.1,X
Total population with access to safe drinking-water (JMP),Syrian Arab Republic,2017,90.1,I
Total population with access to safe drinking-water (JMP),Syrian Arab Republic,2018,90.1,I
Number of people undernourished (3-year average),Tajikistan,1997,2000.0,X
Number of people undernourished (3-year average),Tajikistan,2002,2500.0,X
Number of people undernourished (3-year average),Tajikistan,2007,2800.0,X
Number of people undernourished (3-year average),Tajikistan,2012,2900.0,X
Number of people undernourished (3-year average),Tajikistan,2017,2900.0,I
Number of people undernourished (3-year average),Tajikistan,2018,2900.0,I
Prevalence of undernourishment (3-year average),Tajikistan,1997,33.7,X
Prevalence of undernourishment (3-year average),Tajikistan,2002,39.5,X
Prevalence of undernourishment (3-year average),Tajikistan,2007,40.5,X
Prevalence of undernourishment (3-year average),Tajikistan,2012,36.8,X
Prevalence of undernourishment (3-year average),Tajikistan,2017,33.2,I
Prevalence of undernourishment (3-year average),Tajikistan,2018,33.2,I
Total population with access to safe drinking-water (JMP),Tajikistan,1997,57.2,X
Total population with access to safe drinking-water (JMP),Tajikistan,2002,61.5,X
Total population with access to safe drinking-water (JMP),Tajikistan,2007,66.6,X
Total population with access to safe drinking-water (JMP),Tajikistan,2012,71.7,X
Total population with access to safe drinking-water (JMP),Tajikistan,2017,73.8,I
Total population with access to safe drinking-water (JMP),Tajikistan,2018,73.8,I
Number of people undernourished (3-year average),Thailand,1997,14700.0,X
Number of people undernourished (3-year average),Thailand,2002,11000.0,X
Number of people undernourished (3-year average),Thailand,2007,7000.0,X
Prevalence of undernourishment (3-year average),Thailand,1997,24.7,X
Total population with access to safe drinking-water (JMP),Thailand,1997,90.5,X
Total population with access to safe drinking-water (JMP),Thailand,2002,92.9,X
Total population with access to safe drinking-water (JMP),Thailand,2007,95.2,X
Total population with access to safe drinking-water (JMP),Thailand,2012,97.1,X
Total population with access to safe drinking-water (JMP),Thailand,2017,97.8,I
Total population with access to safe drinking-water (JMP),Thailand,2018,97.8,I
Population affected by water related disease,Thailand,1997,960.0,I
Population affected by water related disease,Thailand,2002,960.0,I
Population affected by water related disease,Thailand,2007,960.0,I
Population affected by water related disease,Thailand,2012,960.0,I
Population affected by water related disease,Thailand,2017,960.0,I
Population affected by water related disease,Thailand,2018,960.0,I
Number of people undernourished (3-year average),Timor-Leste,1997,300.0,X
Number of people undernourished (3-year average),Timor-Leste,2002,400.0,X
Number of people undernourished (3-year average),Timor-Leste,2007,300.0,X
Number of people undernourished (3-year average),Timor-Leste,2012,300.0,X
Prevalence of undernourishment (3-year average),Timor-Leste,1997,36.2,X
Total population with access to safe drinking-water (JMP),Timor-Leste,1997,52.9,X
Total population with access to safe drinking-water (JMP),Timor-Leste,2002,56.9,X
Total population with access to safe drinking-water (JMP),Timor-Leste,2007,63.8,X
Total population with access to safe drinking-water (JMP),Timor-Leste,2012,71.2,X
Total population with access to safe drinking-water (JMP),Timor-Leste,2017,71.9,I
Total population with access to safe drinking-water (JMP),Timor-Leste,2018,71.9,I
Number of people undernourished (3-year average),Togo,1997,1500.0,X
Number of people undernourished (3-year average),Togo,2002,1600.0,X
Number of people undernourished (3-year average),Togo,2007,1600.0,X
Number of people undernourished (3-year average),Togo,2017,1600.0,X
Number of people undernourished (3-year average),Togo,2018,1600.0,X
Prevalence of undernourishment (3-year average),Togo,1997,34.0,X
Total population with access to safe drinking-water (JMP),Togo,1997,51.7,X
Total population with access to safe drinking-water (JMP),Togo,2002,54.8,X
Total population with access to safe drinking-water (JMP),Togo,2007,57.9,X
Total population with access to safe drinking-water (JMP),Togo,2012,61.1,X
Total population with access to safe drinking-water (JMP),Togo,2017,63.1,I
Total population with access to safe drinking-water (JMP),Togo,2018,63.1,I
Total population with access to safe drinking-water (JMP),Tokelau,1997,91.5,X
Total population with access to safe drinking-water (JMP),Tokelau,2002,94.4,X
Total population with access to safe drinking-water (JMP),Tokelau,2007,97.4,X
Total population with access to safe drinking-water (JMP),Tokelau,2012,100.0,X
Total population with access to safe drinking-water (JMP),Tokelau,2017,100.0,I
Total population with access to safe drinking-water (JMP),Tokelau,2018,100.0,I
Total population with access to safe drinking-water (JMP),Tonga,1997,98.6,X
Total population with access to safe drinking-water (JMP),Tonga,2002,98.6,X
Total population with access to safe drinking-water (JMP),Tonga,2007,98.9,X
Total population with access to safe drinking-water (JMP),Tonga,2012,99.4,X
Total population with access to safe drinking-water (JMP),Tonga,2017,99.6,I
Total population with access to safe drinking-water (JMP),Tonga,2018,99.6,I
Number of people undernourished (3-year average),Trinidad and Tobago,1997,200.0,X
