,Area,Item,Element,Year,Unit,Value
819812,OECD,Sources total,Emissions (CO2eq),1998,Gigagrams,16269810.2797
819813,OECD,Sources total,Emissions (CO2eq),1999,Gigagrams,16305799.4133
819814,OECD,Sources total,Emissions (CO2eq),2000,Gigagrams,16530199.0987
819815,OECD,Sources total,Emissions (CO2eq),2001,Gigagrams,16486950.5963
819816,OECD,Sources total,Emissions (CO2eq),2002,Gigagrams,16717773.4572
819817,OECD,Sources total,Emissions (CO2eq),2003,Gigagrams,16926647.1216
819818,OECD,Sources total,Emissions (CO2eq),2004,Gigagrams,17095063.4141
819819,OECD,Sources total,Emissions (CO2eq),2005,Gigagrams,17078263.4325
819820,OECD,Sources total,Emissions (CO2eq),2006,Gigagrams,17180610.3782
819821,OECD,Sources total,Emissions (CO2eq),2007,Gigagrams,17441171.4447
819822,OECD,Sources total,Emissions (CO2eq),2008,Gigagrams,16994655.9579
819823,OECD,Sources total,Emissions (CO2eq),2009,Gigagrams,16229788.4663
819824,OECD,Sources total,Emissions (CO2eq),2010,Gigagrams,16759396.9357
819825,OECD,Sources total,Emissions (CO2eq) from CO2,1990,Gigagrams,11942432.9123
819826,OECD,Sources total,Emissions (CO2eq) from CO2,1991,Gigagrams,11980042.9857
819827,OECD,Sources total,Emissions (CO2eq) from CO2,1992,Gigagrams,12084949.3914
819828,OECD,Sources total,Emissions (CO2eq) from CO2,1993,Gigagrams,12387082.6945
819829,OECD,Sources total,Emissions (CO2eq) from CO2,1994,Gigagrams,12590555.9953
819830,OECD,Sources total,Emissions (CO2eq) from CO2,1995,Gigagrams,12725579.1136
819831,OECD,Sources total,Emissions (CO2eq) from CO2,1996,Gigagrams,13055850.5574
819832,OECD,Sources total,Emissions (CO2eq) from CO2,1997,Gigagrams,13189114.2327
819833,OECD,Sources total,Emissions (CO2eq) from CO2,1998,Gigagrams,13335510.312
819834,OECD,Sources total,Emissions (CO2eq) from CO2,1999,Gigagrams,13400008.6048
819835,OECD,Sources total,Emissions (CO2eq) from CO2,2000,Gigagrams,13649698.9739
819836,OECD,Sources total,Emissions (CO2eq) from CO2,2001,Gigagrams,13623582.8855
819837,OECD,Sources total,Emissions (CO2eq) from CO2,2002,Gigagrams,13828518.8974
819838,OECD,Sources total,Emissions (CO2eq) from CO2,2003,Gigagrams,14065305.4154
819839,OECD,Sources total,Emissions (CO2eq) from CO2,2004,Gigagrams,14199235.5407
819840,OECD,Sources total,Emissions (CO2eq) from CO2,2005,Gigagrams,14209587.7509
819841,OECD,Sources total,Emissions (CO2eq) from CO2,2006,Gigagrams,14255511.2954
819842,OECD,Sources total,Emissions (CO2eq) from CO2,2007,Gigagrams,14471955.0455
819843,OECD,Sources total,Emissions (CO2eq) from CO2,2008,Gigagrams,14078381.6988
819844,OECD,Sources total,Emissions (CO2eq) from CO2,2009,Gigagrams,13302591.1861
819845,OECD,Sources total,Emissions (CO2eq) from CO2,2010,Gigagrams,13758798.9776
819846,OECD,Sources total,Emissions (CO2eq) from CH4,1990,Gigagrams,1738116.7862
819847,OECD,Sources total,Emissions (CO2eq) from CH4,1991,Gigagrams,1708979.1268
819848,OECD,Sources total,Emissions (CO2eq) from CH4,1992,Gigagrams,1698218.1281
819849,OECD,Sources total,Emissions (CO2eq) from CH4,1993,Gigagrams,1685060.2567
819850,OECD,Sources total,Emissions (CO2eq) from CH4,1994,Gigagrams,1677762.7286
819851,OECD,Sources total,Emissions (CO2eq) from CH4,1995,Gigagrams,1676152.3823
819852,OECD,Sources total,Emissions (CO2eq) from CH4,1996,Gigagrams,1672132.2328
819853,OECD,Sources total,Emissions (CO2eq) from CH4,1997,Gigagrams,1653657.4798
819854,OECD,Sources total,Emissions (CO2eq) from CH4,1998,Gigagrams,1651958.1467
819855,OECD,Sources total,Emissions (CO2eq) from CH4,1999,Gigagrams,1625364.1916
819856,OECD,Sources total,Emissions (CO2eq) from CH4,2000,Gigagrams,1609325.3251
819857,OECD,Sources total,Emissions (CO2eq) from CH4,2001,Gigagrams,1594501.8251
819858,OECD,Sources total,Emissions (CO2eq) from CH4,2002,Gigagrams,1603181.2947
819859,OECD,Sources total,Emissions (CO2eq) from CH4,2003,Gigagrams,1573053.5683
819860,OECD,Sources total,Emissions (CO2eq) from CH4,2004,Gigagrams,1569004.5571
819861,OECD,Sources total,Emissions (CO2eq) from CH4,2005,Gigagrams,1539240.1365
819862,OECD,Sources total,Emissions (CO2eq) from CH4,2006,Gigagrams,1556179.2669
819863,OECD,Sources total,Emissions (CO2eq) from CH4,2007,Gigagrams,1561941.7629
819864,OECD,Sources total,Emissions (CO2eq) from CH4,2008,Gigagrams,1527658.7111
819865,OECD,Sources total,Emissions (CO2eq) from CH4,2009,Gigagrams,1504588.7744
819866,OECD,Sources total,Emissions (CO2eq) from CH4,2010,Gigagrams,1511200.2124
819867,OECD,Sources total,Emissions (CO2eq) from N2O,1990,Gigagrams,959654.5924
819868,OECD,Sources total,Emissions (CO2eq) from N2O,1991,Gigagrams,953346.0675
819869,OECD,Sources total,Emissions (CO2eq) from N2O,1992,Gigagrams,954349.953
819870,OECD,Sources total,Emissions (CO2eq) from N2O,1993,Gigagrams,966306.733
819871,OECD,Sources total,Emissions (CO2eq) from N2O,1994,Gigagrams,988111.1362
819872,OECD,Sources total,Emissions (CO2eq) from N2O,1995,Gigagrams,994557.5452
819873,OECD,Sources total,Emissions (CO2eq) from N2O,1996,Gigagrams,1007843.0054
819874,OECD,Sources total,Emissions (CO2eq) from N2O,1997,Gigagrams,1004797.0679
819875,OECD,Sources total,Emissions (CO2eq) from N2O,1998,Gigagrams,989171.8886
819876,OECD,Sources total,Emissions (CO2eq) from N2O,1999,Gigagrams,967722.6535
819877,OECD,Sources total,Emissions (CO2eq) from N2O,2000,Gigagrams,983064.173
819878,OECD,Sources total,Emissions (CO2eq) from N2O,2001,Gigagrams,963082.9608
819879,OECD,Sources total,Emissions (CO2eq) from N2O,2002,Gigagrams,953710.0316
819880,OECD,Sources total,Emissions (CO2eq) from N2O,2003,Gigagrams,929261.622
819881,OECD,Sources total,Emissions (CO2eq) from N2O,2004,Gigagrams,939186.9269
819882,OECD,Sources total,Emissions (CO2eq) from N2O,2005,Gigagrams,910676.0745
819883,OECD,Sources total,Emissions (CO2eq) from N2O,2006,Gigagrams,914109.0898
819884,OECD,Sources total,Emissions (CO2eq) from N2O,2007,Gigagrams,920465.0609
819885,OECD,Sources total,Emissions (CO2eq) from N2O,2008,Gigagrams,870442.2154
819886,OECD,Sources total,Emissions (CO2eq) from N2O,2009,Gigagrams,849272.602
819887,OECD,Sources total,Emissions (CO2eq) from N2O,2010,Gigagrams,840296.1437
819888,OECD,Sources total,Emissions (CO2eq) from F-gases,1990,Gigagrams,196001.906
819889,OECD,Sources total,Emissions (CO2eq) from F-gases,1991,Gigagrams,206090.4548
819890,OECD,Sources total,Emissions (CO2eq) from F-gases,1992,Gigagrams,202419.8563
819891,OECD,Sources total,Emissions (CO2eq) from F-gases,1993,Gigagrams,213405.0341
819892,OECD,Sources total,Emissions (CO2eq) from F-gases,1994,Gigagrams,219441.8875
819893,OECD,Sources total,Emissions (CO2eq) from F-gases,1995,Gigagrams,245219.2409
819894,OECD,Sources total,Emissions (CO2eq) from F-gases,1996,Gigagrams,259932.6227
819895,OECD,Sources total,Emissions (CO2eq) from F-gases,1997,Gigagrams,269735.7142
819896,OECD,Sources total,Emissions (CO2eq) from F-gases,1998,Gigagrams,293169.9324
819897,OECD,Sources total,Emissions (CO2eq) from F-gases,1999,Gigagrams,312703.9633
819898,OECD,Sources total,Emissions (CO2eq) from F-gases,2000,Gigagrams,288110.6267
819899,OECD,Sources total,Emissions (CO2eq) from F-gases,2001,Gigagrams,305782.9248
819900,OECD,Sources total,Emissions (CO2eq) from F-gases,2002,Gigagrams,332363.2335
819901,OECD,Sources total,Emissions (CO2eq) from F-gases,2003,Gigagrams,359026.5159
819902,OECD,Sources total,Emissions (CO2eq) from F-gases,2004,Gigagrams,387636.3895
819903,OECD,Sources total,Emissions (CO2eq) from F-gases,2005,Gigagrams,418759.4706
819904,OECD,Sources total,Emissions (CO2eq) from F-gases,2006,Gigagrams,454810.726
819905,OECD,Sources total,Emissions (CO2eq) from F-gases,2007,Gigagrams,486809.5754
819906,OECD,Sources total,Emissions (CO2eq) from F-gases,2008,Gigagrams,518173.3326
819907,OECD,Sources total,Emissions (CO2eq) from F-gases,2009,Gigagrams,573335.9037
819908,OECD,Sources total,Emissions (CO2eq) from F-gases,2010,Gigagrams,649101.602
819909,OECD,Sources total,Share of sector in total emissions,1990,%,100.0
819910,OECD,Sources total,Share of sector in total emissions,1991,%,100.0
819911,OECD,Sources total,Share of sector in total emissions,1992,%,100.0
819912,OECD,Sources total,Share of sector in total emissions,1993,%,100.0
819913,OECD,Sources total,Share of sector in total emissions,1994,%,100.0
819914,OECD,Sources total,Share of sector in total emissions,1995,%,100.0
819915,OECD,Sources total,Share of sector in total emissions,1996,%,100.0
819916,OECD,Sources total,Share of sector in total emissions,1997,%,100.0
819917,OECD,Sources total,Share of sector in total emissions,1998,%,100.0
819918,OECD,Sources total,Share of sector in total emissions,1999,%,100.0
819919,OECD,Sources total,Share of sector in total emissions,2000,%,100.0
819920,OECD,Sources total,Share of sector in total emissions,2001,%,100.0
819921,OECD,Sources total,Share of sector in total emissions,2002,%,100.0
819922,OECD,Sources total,Share of sector in total emissions,2003,%,100.0
819923,OECD,Sources total,Share of sector in total emissions,2004,%,100.0
819924,OECD,Sources total,Share of sector in total emissions,2005,%,100.0
819925,OECD,Sources total,Share of sector in total emissions,2006,%,100.0
819926,OECD,Sources total,Share of sector in total emissions,2007,%,100.0
819927,OECD,Sources total,Share of sector in total emissions,2008,%,100.0
819928,OECD,Sources total,Share of sector in total emissions,2009,%,100.0
819929,OECD,Sources total,Share of sector in total emissions,2010,%,100.0
819930,OECD,Sources total,Share of sector in total CO2 emissions,1990,%,100.0
819931,OECD,Sources total,Share of sector in total CO2 emissions,1991,%,100.0
819932,OECD,Sources total,Share of sector in total CO2 emissions,1992,%,100.0
819933,OECD,Sources total,Share of sector in total CO2 emissions,1993,%,100.0
819934,OECD,Sources total,Share of sector in total CO2 emissions,1994,%,100.0
819935,OECD,Sources total,Share of sector in total CO2 emissions,1995,%,100.0
819936,OECD,Sources total,Share of sector in total CO2 emissions,1996,%,100.0
819937,OECD,Sources total,Share of sector in total CO2 emissions,1997,%,100.0
819938,OECD,Sources total,Share of sector in total CO2 emissions,1998,%,100.0
819939,OECD,Sources total,Share of sector in total CO2 emissions,1999,%,100.0
819940,OECD,Sources total,Share of sector in total CO2 emissions,2000,%,100.0
819941,OECD,Sources total,Share of sector in total CO2 emissions,2001,%,100.0
819942,OECD,Sources total,Share of sector in total CO2 emissions,2002,%,100.0
819943,OECD,Sources total,Share of sector in total CO2 emissions,2003,%,100.0
819944,OECD,Sources total,Share of sector in total CO2 emissions,2004,%,100.0
819945,OECD,Sources total,Share of sector in total CO2 emissions,2005,%,100.0
819946,OECD,Sources total,Share of sector in total CO2 emissions,2006,%,100.0
819947,OECD,Sources total,Share of sector in total CO2 emissions,2007,%,100.0
819948,OECD,Sources total,Share of sector in total CO2 emissions,2008,%,100.0
819949,OECD,Sources total,Share of sector in total CO2 emissions,2009,%,100.0
819950,OECD,Sources total,Share of sector in total CO2 emissions,2010,%,100.0
819951,OECD,Sources total,Share of sector in total CH4 emissions,1990,%,100.0
819952,OECD,Sources total,Share of sector in total CH4 emissions,1991,%,100.0
819953,OECD,Sources total,Share of sector in total CH4 emissions,1992,%,100.0
819954,OECD,Sources total,Share of sector in total CH4 emissions,1993,%,100.0
819955,OECD,Sources total,Share of sector in total CH4 emissions,1994,%,100.0
819956,OECD,Sources total,Share of sector in total CH4 emissions,1995,%,100.0
819957,OECD,Sources total,Share of sector in total CH4 emissions,1996,%,100.0
819958,OECD,Sources total,Share of sector in total CH4 emissions,1997,%,100.0
819959,OECD,Sources total,Share of sector in total CH4 emissions,1998,%,100.0
819960,OECD,Sources total,Share of sector in total CH4 emissions,1999,%,100.0
819961,OECD,Sources total,Share of sector in total CH4 emissions,2000,%,100.0
819962,OECD,Sources total,Share of sector in total CH4 emissions,2001,%,100.0
819963,OECD,Sources total,Share of sector in total CH4 emissions,2002,%,100.0
819964,OECD,Sources total,Share of sector in total CH4 emissions,2003,%,100.0
819965,OECD,Sources total,Share of sector in total CH4 emissions,2004,%,100.0
819966,OECD,Sources total,Share of sector in total CH4 emissions,2005,%,100.0
819967,OECD,Sources total,Share of sector in total CH4 emissions,2006,%,100.0
819968,OECD,Sources total,Share of sector in total CH4 emissions,2007,%,100.0
819969,OECD,Sources total,Share of sector in total CH4 emissions,2008,%,100.0
819970,OECD,Sources total,Share of sector in total CH4 emissions,2009,%,100.0
819971,OECD,Sources total,Share of sector in total CH4 emissions,2010,%,100.0
819972,OECD,Sources total,Share of sector in total N2O emissions,1990,%,100.0
819973,OECD,Sources total,Share of sector in total N2O emissions,1991,%,100.0
819974,OECD,Sources total,Share of sector in total N2O emissions,1992,%,100.0
819975,OECD,Sources total,Share of sector in total N2O emissions,1993,%,100.0
819976,OECD,Sources total,Share of sector in total N2O emissions,1994,%,100.0
819977,OECD,Sources total,Share of sector in total N2O emissions,1995,%,100.0
819978,OECD,Sources total,Share of sector in total N2O emissions,1996,%,100.0
819979,OECD,Sources total,Share of sector in total N2O emissions,1997,%,100.0
819980,OECD,Sources total,Share of sector in total N2O emissions,1998,%,100.0
819981,OECD,Sources total,Share of sector in total N2O emissions,1999,%,100.0
819982,OECD,Sources total,Share of sector in total N2O emissions,2000,%,100.0
819983,OECD,Sources total,Share of sector in total N2O emissions,2001,%,100.0
819984,OECD,Sources total,Share of sector in total N2O emissions,2002,%,100.0
819985,OECD,Sources total,Share of sector in total N2O emissions,2003,%,100.0
819986,OECD,Sources total,Share of sector in total N2O emissions,2004,%,100.0
819987,OECD,Sources total,Share of sector in total N2O emissions,2005,%,100.0
819988,OECD,Sources total,Share of sector in total N2O emissions,2006,%,100.0
819989,OECD,Sources total,Share of sector in total N2O emissions,2007,%,100.0
819990,OECD,Sources total,Share of sector in total N2O emissions,2008,%,100.0
819991,OECD,Sources total,Share of sector in total N2O emissions,2009,%,100.0
819992,OECD,Sources total,Share of sector in total N2O emissions,2010,%,100.0
819993,OECD,Sources total,Share of sector in total F-gases emissions,1990,Gigagrams,100.0
819994,OECD,Sources total,Share of sector in total F-gases emissions,1991,Gigagrams,100.0
819995,OECD,Sources total,Share of sector in total F-gases emissions,1992,Gigagrams,100.0
819996,OECD,Sources total,Share of sector in total F-gases emissions,1993,Gigagrams,100.0
819997,OECD,Sources total,Share of sector in total F-gases emissions,1994,Gigagrams,100.0
819998,OECD,Sources total,Share of sector in total F-gases emissions,1995,Gigagrams,100.0
819999,OECD,Sources total,Share of sector in total F-gases emissions,1996,Gigagrams,100.0
820000,OECD,Sources total,Share of sector in total F-gases emissions,1997,Gigagrams,100.0
820001,OECD,Sources total,Share of sector in total F-gases emissions,1998,Gigagrams,100.0
820002,OECD,Sources total,Share of sector in total F-gases emissions,1999,Gigagrams,100.0
820003,OECD,Sources total,Share of sector in total F-gases emissions,2000,Gigagrams,100.0
820004,OECD,Sources total,Share of sector in total F-gases emissions,2001,Gigagrams,100.0
820005,OECD,Sources total,Share of sector in total F-gases emissions,2002,Gigagrams,100.0
820006,OECD,Sources total,Share of sector in total F-gases emissions,2003,Gigagrams,100.0
820007,OECD,Sources total,Share of sector in total F-gases emissions,2004,Gigagrams,100.0
820008,OECD,Sources total,Share of sector in total F-gases emissions,2005,Gigagrams,100.0
820009,OECD,Sources total,Share of sector in total F-gases emissions,2006,Gigagrams,100.0
820010,OECD,Sources total,Share of sector in total F-gases emissions,2007,Gigagrams,100.0
820011,OECD,Sources total,Share of sector in total F-gases emissions,2008,Gigagrams,100.0
820012,OECD,Sources total,Share of sector in total F-gases emissions,2009,Gigagrams,100.0
820013,OECD,Sources total,Share of sector in total F-gases emissions,2010,Gigagrams,100.0
820014,OECD,Sources total,Share of CO2 in sector emissions,1990,%,80.4952
820015,OECD,Sources total,Share of CO2 in sector emissions,1991,%,80.6821
820016,OECD,Sources total,Share of CO2 in sector emissions,1992,%,80.8902
820017,OECD,Sources total,Share of CO2 in sector emissions,1993,%,81.2169
820018,OECD,Sources total,Share of CO2 in sector emissions,1994,%,81.356
820019,OECD,Sources total,Share of CO2 in sector emissions,1995,%,81.3577
820020,OECD,Sources total,Share of CO2 in sector emissions,1996,%,81.6207
820021,OECD,Sources total,Share of CO2 in sector emissions,1997,%,81.832
820022,OECD,Sources total,Share of CO2 in sector emissions,1998,%,81.9648
820023,OECD,Sources total,Share of CO2 in sector emissions,1999,%,82.1794
820024,OECD,Sources total,Share of CO2 in sector emissions,2000,%,82.5743
820025,OECD,Sources total,Share of CO2 in sector emissions,2001,%,82.6325
820026,OECD,Sources total,Share of CO2 in sector emissions,2002,%,82.7175
820027,OECD,Sources total,Share of CO2 in sector emissions,2003,%,83.0956
820028,OECD,Sources total,Share of CO2 in sector emissions,2004,%,83.0604
820029,OECD,Sources total,Share of CO2 in sector emissions,2005,%,83.2028
820030,OECD,Sources total,Share of CO2 in sector emissions,2006,%,82.9744
820031,OECD,Sources total,Share of CO2 in sector emissions,2007,%,82.9758
820032,OECD,Sources total,Share of CO2 in sector emissions,2008,%,82.8401
820033,OECD,Sources total,Share of CO2 in sector emissions,2009,%,81.964
820034,OECD,Sources total,Share of CO2 in sector emissions,2010,%,82.096
820035,OECD,Sources total,Share of CH4 in sector emissions,1990,%,11.7154
820036,OECD,Sources total,Share of CH4 in sector emissions,1991,%,11.5095
820037,OECD,Sources total,Share of CH4 in sector emissions,1992,%,11.367
820038,OECD,Sources total,Share of CH4 in sector emissions,1993,%,11.0482
820039,OECD,Sources total,Share of CH4 in sector emissions,1994,%,10.8412
820040,OECD,Sources total,Share of CH4 in sector emissions,1995,%,10.7161
820041,OECD,Sources total,Share of CH4 in sector emissions,1996,%,10.4536
820042,OECD,Sources total,Share of CH4 in sector emissions,1997,%,10.2601
820043,OECD,Sources total,Share of CH4 in sector emissions,1998,%,10.1535
820044,OECD,Sources total,Share of CH4 in sector emissions,1999,%,9.968
820045,OECD,Sources total,Share of CH4 in sector emissions,2000,%,9.7357
820046,OECD,Sources total,Share of CH4 in sector emissions,2001,%,9.6713
820047,OECD,Sources total,Share of CH4 in sector emissions,2002,%,9.5897
820048,OECD,Sources total,Share of CH4 in sector emissions,2003,%,9.2934
820049,OECD,Sources total,Share of CH4 in sector emissions,2004,%,9.1781
820050,OECD,Sources total,Share of CH4 in sector emissions,2005,%,9.0129
820051,OECD,Sources total,Share of CH4 in sector emissions,2006,%,9.0578
820052,OECD,Sources total,Share of CH4 in sector emissions,2007,%,8.9555
820053,OECD,Sources total,Share of CH4 in sector emissions,2008,%,8.9891
820054,OECD,Sources total,Share of CH4 in sector emissions,2009,%,9.2705
820055,OECD,Sources total,Share of CH4 in sector emissions,2010,%,9.017
820056,OECD,Sources total,Share of N2O in sector emissions,1990,%,6.4683
820057,OECD,Sources total,Share of N2O in sector emissions,1991,%,6.4205
820058,OECD,Sources total,Share of N2O in sector emissions,1992,%,6.3879
820059,OECD,Sources total,Share of N2O in sector emissions,1993,%,6.3357
820060,OECD,Sources total,Share of N2O in sector emissions,1994,%,6.3848
820061,OECD,Sources total,Share of N2O in sector emissions,1995,%,6.3585
820062,OECD,Sources total,Share of N2O in sector emissions,1996,%,6.3007
820063,OECD,Sources total,Share of N2O in sector emissions,1997,%,6.2343
820064,OECD,Sources total,Share of N2O in sector emissions,1998,%,6.0798
820065,OECD,Sources total,Share of N2O in sector emissions,1999,%,5.9348
820066,OECD,Sources total,Share of N2O in sector emissions,2000,%,5.9471
820067,OECD,Sources total,Share of N2O in sector emissions,2001,%,5.8415
820068,OECD,Sources total,Share of N2O in sector emissions,2002,%,5.7048
820069,OECD,Sources total,Share of N2O in sector emissions,2003,%,5.4899
820070,OECD,Sources total,Share of N2O in sector emissions,2004,%,5.4939
820071,OECD,Sources total,Share of N2O in sector emissions,2005,%,5.3324
820072,OECD,Sources total,Share of N2O in sector emissions,2006,%,5.3206
820073,OECD,Sources total,Share of N2O in sector emissions,2007,%,5.2775
820074,OECD,Sources total,Share of N2O in sector emissions,2008,%,5.1219
820075,OECD,Sources total,Share of N2O in sector emissions,2009,%,5.2328
820076,OECD,Sources total,Share of N2O in sector emissions,2010,%,5.0139
820077,OECD,Sources total,Share of F-gases in sector emissions,1990,Gigagrams,1.3211
820078,OECD,Sources total,Share of F-gases in sector emissions,1991,Gigagrams,1.388
820079,OECD,Sources total,Share of F-gases in sector emissions,1992,Gigagrams,1.3549
820080,OECD,Sources total,Share of F-gases in sector emissions,1993,Gigagrams,1.3992
820081,OECD,Sources total,Share of F-gases in sector emissions,1994,Gigagrams,1.418
820082,OECD,Sources total,Share of F-gases in sector emissions,1995,Gigagrams,1.5677
820083,OECD,Sources total,Share of F-gases in sector emissions,1996,Gigagrams,1.625
820084,OECD,Sources total,Share of F-gases in sector emissions,1997,Gigagrams,1.6736
820085,OECD,Sources total,Share of F-gases in sector emissions,1998,Gigagrams,1.8019
820086,OECD,Sources total,Share of F-gases in sector emissions,1999,Gigagrams,1.9177
820087,OECD,Sources total,Share of F-gases in sector emissions,2000,Gigagrams,1.7429
820088,OECD,Sources total,Share of F-gases in sector emissions,2001,Gigagrams,1.8547
820089,OECD,Sources total,Share of F-gases in sector emissions,2002,Gigagrams,1.9881
820090,OECD,Sources total,Share of F-gases in sector emissions,2003,Gigagrams,2.1211
820091,OECD,Sources total,Share of F-gases in sector emissions,2004,Gigagrams,2.2675
820092,OECD,Sources total,Share of F-gases in sector emissions,2005,Gigagrams,2.452
820093,OECD,Sources total,Share of F-gases in sector emissions,2006,Gigagrams,2.6472
820094,OECD,Sources total,Share of F-gases in sector emissions,2007,Gigagrams,2.7912
820095,OECD,Sources total,Share of F-gases in sector emissions,2008,Gigagrams,3.049
820096,OECD,Sources total,Share of F-gases in sector emissions,2009,Gigagrams,3.5326
820097,OECD,Sources total,Share of F-gases in sector emissions,2010,Gigagrams,3.8731
820098,OECD,Sources total excl. AFOLU,Emissions (CO2eq),1990,Gigagrams,13107632.5446
820099,OECD,Sources total excl. AFOLU,Emissions (CO2eq),1991,Gigagrams,13137807.3264
820100,OECD,Sources total excl. AFOLU,Emissions (CO2eq),1992,Gigagrams,13229702.4864
820101,OECD,Sources total excl. AFOLU,Emissions (CO2eq),1993,Gigagrams,13530502.0867
820102,OECD,Sources total excl. AFOLU,Emissions (CO2eq),1994,Gigagrams,13748665.9572
820103,OECD,Sources total excl. AFOLU,Emissions (CO2eq),1995,Gigagrams,13915811.1502
820104,OECD,Sources total excl. AFOLU,Emissions (CO2eq),1996,Gigagrams,14298775.6481
820105,OECD,Sources total excl. AFOLU,Emissions (CO2eq),1997,Gigagrams,14455863.3891
820106,OECD,Sources total excl. AFOLU,Emissions (CO2eq),1998,Gigagrams,14491691.2563
820107,OECD,Sources total excl. AFOLU,Emissions (CO2eq),1999,Gigagrams,14551216.6942
820108,OECD,Sources total excl. AFOLU,Emissions (CO2eq),2000,Gigagrams,14838383.9875
820109,OECD,Sources total excl. AFOLU,Emissions (CO2eq),2001,Gigagrams,14754875.0013
820110,OECD,Sources total excl. AFOLU,Emissions (CO2eq),2002,Gigagrams,14914306.8111
820111,OECD,Sources total excl. AFOLU,Emissions (CO2eq),2003,Gigagrams,15158222.971
820112,OECD,Sources total excl. AFOLU,Emissions (CO2eq),2004,Gigagrams,15294718.1813
820113,OECD,Sources total excl. AFOLU,Emissions (CO2eq),2005,Gigagrams,15332996.7319
820114,OECD,Sources total excl. AFOLU,Emissions (CO2eq),2006,Gigagrams,15297147.8979
820115,OECD,Sources total excl. AFOLU,Emissions (CO2eq),2007,Gigagrams,15481490.4829
820116,OECD,Sources total excl. AFOLU,Emissions (CO2eq),2008,Gigagrams,15176621.4821
820117,OECD,Sources total excl. AFOLU,Emissions (CO2eq),2009,Gigagrams,14426029.6784
820118,OECD,Sources total excl. AFOLU,Emissions (CO2eq),2010,Gigagrams,14919041.2427
820119,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CO2,1990,Gigagrams,11475901.8269
820120,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CO2,1991,Gigagrams,11512634.142
820121,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CO2,1992,Gigagrams,11610782.7715
820122,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CO2,1993,Gigagrams,11911740.7678
820123,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CO2,1994,Gigagrams,12114336.1526
820124,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CO2,1995,Gigagrams,12248481.6449
820125,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CO2,1996,Gigagrams,12600059.6937
820126,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CO2,1997,Gigagrams,12755308.1945
820127,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CO2,1998,Gigagrams,12825668.7598
820128,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CO2,1999,Gigagrams,12919728.8662
820129,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CO2,2000,Gigagrams,13208962.9989
820130,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CO2,2001,Gigagrams,13121909.1199
820131,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CO2,2002,Gigagrams,13272273.6848
820132,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CO2,2003,Gigagrams,13494538.8955
820133,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CO2,2004,Gigagrams,13620025.0543
820134,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CO2,2005,Gigagrams,13645556.5968
820135,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CO2,2006,Gigagrams,13584108.3891
820136,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CO2,2007,Gigagrams,13735775.9204
820137,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CO2,2008,Gigagrams,13418908.2888
820138,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CO2,2009,Gigagrams,12644024.8378
820139,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CO2,2010,Gigagrams,13068132.4347
820140,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CH4,1990,Gigagrams,1068391.5081
820141,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CH4,1991,Gigagrams,1049307.6921
820142,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CH4,1992,Gigagrams,1043272.176
820143,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CH4,1993,Gigagrams,1029502.9947
820144,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CH4,1994,Gigagrams,1018991.9123
820145,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CH4,1995,Gigagrams,1019878.5121
820146,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CH4,1996,Gigagrams,1028822.866
820147,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CH4,1997,Gigagrams,1018482.7592
820148,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CH4,1998,Gigagrams,991450.1373
820149,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CH4,1999,Gigagrams,968769.8149
820150,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CH4,2000,Gigagrams,967686.1989
820151,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CH4,2001,Gigagrams,966313.3738
820152,OECD,Sources total excl. AFOLU,Emissions (CO2eq) from CH4,2002,Gigagrams,957776.4978
